,Requirment
5791,83
5792,24
5793,43
5794,119
5795,182
5796,263
5797,269
5798,24
5799,15
5800,63
5801,80
5802,87
5803,98
5804,63
5805,64
5806,97
5807,107
5808,119
5809,157
5810,50
5811,119
5812,189
5813,184
5814,43
5815,64
5816,80
5817,92
5818,97
5819,119
5820,107
5821,130
5822,147
5823,236
5824,238
5825,241
5826,24
5827,88
5828,89
5829,119
5830,182
5831,189
5832,15
5833,31
5834,63
5835,64
5836,65
5837,87
5838,17
5839,15
5840,46
5841,87
5842,102
5843,119
5844,31
5845,63
5846,114
5847,120
5848,123
5849,232
5850,24
5851,33
5852,35
5853,46
5854,58
5855,100
5856,23
5857,15
5858,31
5859,98
5860,138
5861,139
5862,35
5863,65
5864,90
5865,162
5866,166
5867,182
5868,43
5869,84
5870,80
5871,81
5872,115
5873,114
5874,43
5875,63
5876,84
5877,164
5878,192
5879,196
5880,16
5881,15
5882,167
5883,209
5884,238
5885,264
5886,16
5887,24
5888,15
5889,31
5890,43
5891,46
5892,35
5893,157
5894,189
5895,242
5896,248
5897,267
5898,13
5899,15
5900,33
5901,35
5902,41
5903,73
5904,43
5905,85
5906,83
5907,119
5908,263
5909,256
5910,34
5911,84
5912,81
5913,119
5914,121
5915,122
5916,16
5917,35
5918,98
5919,119
5920,147
5921,144
5922,39
5923,63
5924,84
5925,119
5926,137
5927,180
5928,16
5929,35
5930,81
5931,91
5932,119
5933,189
5934,35
5935,63
5936,80
5937,94
5938,116
5939,123
5940,4
5941,67
5942,80
5943,90
5944,116
5945,166
5946,65
5947,84
5948,80
5949,17
5950,13
5951,15
5952,31
5953,33
5954,46
5955,32
5956,63
5957,87
5958,131
5959,174
5960,202
5961,39
5962,56
5963,58
5964,62
5965,80
5966,105
5967,42
5968,80
5969,86
5970,119
5971,136
5972,16
5973,15
5974,220
5975,231
5976,13
5977,36
5978,83
5979,112
5980,119
5981,114
5982,17
5983,35
5984,36
5985,63
5986,95
5987,87
5988,24
5989,65
5990,66
5991,87
5992,88
5993,90
5994,97
5995,189
5996,194
5997,203
5998,212
5999,222
6000,24
6001,85
6002,86
6003,88
6004,89
6005,261
6006,43
6007,63
6008,84
6009,80
6010,166
6011,243
6012,24
6013,43
6014,90
6015,116
6016,114
6017,138
6018,17
6019,15
6020,102
6021,114
6022,122
6023,147
6024,24
6025,15
6026,43
6027,64
6028,50
6029,115
6030,16
6031,24
6032,14
6033,32
6034,46
6035,58
6036,15
6037,90
6038,119
6039,114
6040,239
6041,247
6042,39
6043,63
6044,97
6045,119
6046,135
6047,134
6048,86
6049,90
6050,119
6051,232
6052,263
6053,256
6054,24
6055,35
6056,84
6057,119
6058,147
6059,180
6060,17
6061,63
6062,119
6063,137
6064,164
6065,166
6066,17
6067,26
6068,15
6069,35
6070,36
6071,107
6072,35
6073,63
6074,84
6075,87
6076,147
6077,209
6078,15
6079,33
6080,84
6081,97
6082,110
6083,119
6084,24
6085,94
6086,120
6087,126
6088,238
6089,245
6090,17
6091,36
6092,37
6093,84
6094,85
6095,87
6096,16
6097,13
6098,35
6099,58
6100,84
6101,87
6102,15
6103,31
6104,46
6105,63
6106,98
6107,120
6108,39
6109,63
6110,119
6111,189
6112,192
6113,184
6114,35
6115,58
6116,62
6117,63
6118,84
6119,80
6120,64
6121,97
6122,134
6123,189
6124,235
6125,238
6126,120
6127,261
6128,88
6129,114
6130,220
6131,256
6132,257
6133,24
6134,35
6135,84
6136,119
6137,147
6138,180
6139,16
6140,22
6141,23
6142,15
6143,35
6144,86
6145,4
6146,90
6147,120
6148,191
6149,192
6150,232
6151,15
6152,80
6153,87
6154,112
6155,119
6156,124
6157,35
6158,42
6159,62
6160,63
6161,81
6162,116
6163,64
6164,97
6165,189
6166,235
6167,238
6168,248
6169,84
6170,86
6171,130
6172,189
6173,273
6174,24
6175,58
6176,119
6177,190
6178,189
6179,184
6180,54
6181,68
6182,131
6183,189
6184,206
6185,207
6186,15
6187,31
6188,63
6189,64
6190,119
6191,120
6192,41
6193,73
6194,123
6195,189
6196,184
6197,227
6198,13
6199,24
6200,50
6201,119
6202,173
6203,189
6204,43
6205,63
6206,65
6207,88
6208,91
6209,220
6210,50
6211,123
6212,189
6213,192
6214,228
6215,233
6216,16
6217,24
6218,31
6219,46
6220,87
6221,100
6222,119
6223,189
6224,192
6225,248
6226,4
6227,17
6228,63
6229,80
6230,119
6231,189
6232,33
6233,41
6234,43
6235,63
6236,65
6237,73
6238,15
6239,39
6240,56
6241,63
6242,87
6243,97
6244,84
6245,80
6246,87
6247,89
6248,91
6249,119
6250,17
6251,119
6252,229
6253,234
6254,81
6255,180
6256,189
6257,227
6258,238
6259,13
6260,24
6261,15
6262,63
6263,97
6264,102
6265,15
6266,64
6267,87
6268,90
6269,98
6270,119
6271,27
6272,35
6273,63
6274,64
6275,97
6276,119
6277,13
6278,33
6279,42
6280,43
6281,84
6282,80
6283,80
6284,81
6285,119
6286,182
6287,192
6288,217
6289,10
6290,13
6291,28
6292,49
6293,113
6294,130
6295,63
6296,107
6297,116
6298,189
6299,192
6300,238
6301,24
6302,46
6303,238
6304,17
6305,24
6306,36
6307,112
6308,137
6309,138
6310,43
6311,63
6312,84
6313,88
6314,90
6315,114
6316,15
6317,31
6318,43
6319,63
6320,48
6321,84
6322,17
6323,15
6324,63
6325,87
6326,119
6327,114
6328,43
6329,65
6330,90
6331,120
6332,123
6333,166
6334,4
6335,15
6336,31
6337,63
6338,84
6339,90
6340,80
6341,100
6342,119
6343,174
6344,189
6345,197
6346,15
6347,35
6348,84
6349,81
6350,119
6351,147
6352,42
6353,43
6354,80
6355,90
6356,119
6357,166
6358,10
6359,13
6360,24
6361,28
6362,49
6363,97
6364,86
6365,92
6366,88
6367,89
6368,120
6369,166
6370,35
6371,63
6372,84
6373,238
6374,248
6375,43
6376,114
6377,232
6378,256
6379,269
6380,84
6381,120
6382,189
6383,232
6384,238
6385,256
6386,97
6387,119
6388,177
6389,189
6390,228
6391,229
6392,15
6393,31
6394,43
6395,63
6396,86
6397,87
6398,41
6399,84
6400,134
6401,152
6402,189
6403,184
6404,43
6405,58
6406,63
6407,81
6408,108
6409,107
6410,24
6411,238
6412,13
6413,36
6414,83
6415,112
6416,119
6417,114
6418,15
6419,43
6420,84
6421,80
6422,83
6423,106
6424,53
6425,63
6426,73
6427,87
6428,119
6429,123
6430,24
6431,64
6432,87
6433,97
6434,177
6435,189
6436,27
6437,35
6438,63
6439,64
6440,49
6441,81
6442,24
6443,46
6444,238
6445,237
6446,241
6447,242
6448,17
6449,87
6450,88
6451,119
6452,123
6453,227
6454,24
6455,49
6456,238
6457,237
6458,271
6459,39
6460,63
6461,64
6462,97
6463,119
6464,189
6465,119
6466,189
6467,248
6468,249
6469,63
6470,119
6471,227
6472,264
6473,84
6474,80
6475,86
6476,81
6477,119
6478,198
6479,24
6480,46
6481,64
6482,97
6483,119
6484,137
6485,16
6486,15
6487,62
6488,63
6489,81
6490,90
6491,31
6492,98
6493,162
6494,256
6495,16
6496,15
6497,63
6498,84
6499,90
6500,189
6501,17
6502,13
6503,26
6504,15
6505,52
6506,46
6507,15
6508,31
6509,34
6510,35
6511,58
6512,61
6513,4
6514,84
6515,91
6516,83
6517,119
6518,167
6519,16
6520,80
6521,88
6522,119
6523,162
6524,232
6525,34
6526,35
6527,80
6528,86
6529,81
6530,93
6531,26
6532,15
6533,35
6534,58
6535,63
6536,94
6537,23
6538,24
6539,31
6540,36
6541,46
6542,98
6543,24
6544,35
6545,63
6546,84
6547,80
6548,87
6549,16
6550,17
6551,13
6552,24
6553,15
6554,31
6555,16
6556,65
6557,119
6558,261
6559,31
6560,43
6561,86
6562,114
6563,232
6564,238
6565,16
6566,24
6567,31
6568,65
6569,50
6570,85
6571,16
6572,24
6573,92
6574,120
6575,162
6576,192
6577,16
6578,13
6579,63
6580,87
6581,88
6582,119
6583,35
6584,63
6585,64
6586,84
6587,80
6588,119
6589,16
6590,24
6591,58
6592,63
6593,85
6594,86
6595,16
6596,17
6597,24
6598,15
6599,31
6600,35
6601,33
6602,86
6603,120
6604,16
6605,13
6606,15
6607,88
6608,120
6609,232
6610,33
6611,41
6612,63
6613,73
6614,87
6615,116
6616,107
6617,249
6618,4
6619,53
6620,63
6621,116
6622,119
6623,189
6624,16
6625,24
6626,85
6627,86
6628,119
6629,114
6630,43
6631,116
6632,120
6633,123
6634,248
6635,269
6636,35
6637,43
6638,63
6639,120
6640,189
6641,192
6642,4
6643,20
6644,84
6645,90
6646,110
6647,136
6648,64
6649,90
6650,98
6651,102
6652,119
6653,161
6654,87
6655,90
6656,116
6657,119
6658,192
6659,229
6660,27
6661,51
6662,58
6663,63
6664,49
6665,103
6666,87
6667,82
6668,90
6669,182
6670,225
6671,229
6672,15
6673,35
6674,63
6675,64
6676,84
6677,86
6678,80
6679,119
6680,261
6681,43
6682,85
6683,90
6684,114
6685,120
6686,182
6687,35
6688,63
6689,81
6690,119
6691,189
6692,192
6693,36
6694,80
6695,87
6696,229
6697,238
6698,247
6699,13
6700,35
6701,119
6702,180
6703,189
6704,248
6705,58
6706,63
6707,97
6708,119
6709,189
6710,184
6711,13
6712,29
6713,15
6714,31
6715,63
6716,86
6717,63
6718,84
6719,80
6720,90
6721,116
6722,182
6723,24
6724,58
6725,62
6726,84
6727,189
6728,238
6729,17
6730,13
6731,24
6732,26
6733,15
6734,31
6735,24
6736,15
6737,31
6738,35
6739,63
6740,87
6741,84
6742,87
6743,116
6744,119
6745,191
6746,192
6747,16
6748,232
6749,238
6750,239
6751,253
6752,256
6753,15
6754,35
6755,114
6756,130
6757,142
6758,236
6759,63
6760,64
6761,65
6762,97
6763,119
6764,157
6765,86
6766,191
6767,248
6768,261
6769,16
6770,24
6771,15
6772,31
6773,43
6774,84
6775,16
6776,33
6777,83
6778,114
6779,123
6780,256
6781,17
6782,15
6783,33
6784,41
6785,73
6786,50
6787,65
6788,120
6789,191
6790,214
6791,248
6792,256
6793,107
6794,234
6795,256
6796,43
6797,65
6798,84
6799,90
6800,120
6801,232
6802,84
6803,120
6804,162
6805,166
6806,182
6807,181
6808,17
6809,15
6810,31
6811,63
6812,107
6813,119
6814,35
6815,46
6816,63
6817,64
6818,87
6819,83
6820,24
6821,15
6822,35
6823,52
6824,119
6825,126
6826,16
6827,17
6828,13
6829,15
6830,94
6831,87
6832,43
6833,65
6834,116
6835,120
6836,123
6837,248
6838,16
6839,24
6840,35
6841,43
6842,63
6843,50
6844,120
6845,123
6846,192
6847,266
6848,33
6849,35
6850,63
6851,65
6852,66
6853,97
6854,24
6855,55
6856,70
6857,119
6858,189
6859,218
6860,26
6861,15
6862,35
6863,46
6864,73
6865,80
6866,42
6867,43
6868,120
6869,234
6870,238
6871,241
6872,53
6873,80
6874,87
6875,115
6876,116
6877,189
6878,80
6879,119
6880,120
6881,192
6882,238
6883,241
6884,36
6885,63
6886,50
6887,84
6888,97
6889,119
6890,65
6891,84
6892,116
6893,119
6894,120
6895,123
6896,63
6897,64
6898,84
6899,97
6900,120
6901,189
6902,24
6903,57
6904,119
6905,157
6906,189
6907,227
6908,13
6909,24
6910,15
6911,84
6912,81
6913,101
6914,13
6915,84
6916,123
6917,231
6918,232
6919,238
6920,31
6921,63
6922,88
6923,90
6924,119
6925,189
6926,16
6927,15
6928,35
6929,58
6930,62
6931,63
6932,17
6933,24
6934,15
6935,56
6936,92
6937,87
6938,16
6939,24
6940,63
6941,49
6942,282
6943,97
6944,16
6945,24
6946,63
6947,119
6948,180
6949,226
6950,46
6951,63
6952,119
6953,114
6954,189
6955,192
6956,17
6957,21
6958,15
6959,85
6960,87
6961,90
6962,24
6963,35
6964,63
6965,65
6966,80
6967,116
6968,4
6969,119
6970,238
6971,241
6972,259
6973,256
6974,43
6975,120
6976,123
6977,136
6978,33
6979,41
6980,73
6981,87
6982,119
6983,128
6984,39
6985,84
6986,87
6987,119
6988,136
6989,157
6990,15
6991,88
6992,137
6993,163
6994,238
6995,241
6996,43
6997,80
6998,116
6999,166
7000,192
7001,256
7002,16
7003,40
7004,63
7005,119
7006,162
7007,168
7008,16
7009,17
7010,63
7011,102
7012,117
7013,119
7014,15
7015,35
7016,43
7017,94
7018,86
7019,220
7020,36
7021,182
7022,263
7023,256
7024,267
7025,269
7026,43
7027,63
7028,119
7029,120
7030,122
7031,192
7032,16
7033,31
7034,63
7035,94
7036,114
7037,161
7038,63
7039,84
7040,116
7041,120
7042,123
7043,192
7044,63
7045,119
7046,189
7047,184
7048,206
7049,238
7050,4
7051,16
7052,46
7053,63
7054,90
7055,102
7056,16
7057,24
7058,15
7059,31
7060,36
7061,80
7062,39
7063,86
7064,220
7065,248
7066,273
7067,13
7068,24
7069,43
7070,75
7071,80
7072,94
7073,16
7074,13
7075,35
7076,41
7077,88
7078,83
7079,24
7080,31
7081,64
7082,107
7083,119
7084,137
7085,16
7086,13
7087,120
7088,138
7089,160
7090,187
7091,17
7092,24
7093,15
7094,31
7095,43
7096,46
7097,63
7098,84
7099,87
7100,119
7101,189
7102,192
7103,6
7104,63
7105,64
7106,67
7107,97
7108,119
7109,24
7110,15
7111,31
7112,36
7113,63
7114,87
7115,17
7116,13
7117,24
7118,36
7119,46
7120,64
7121,24
7122,35
7123,63
7124,88
7125,91
7126,119
7127,13
7128,84
7129,115
7130,119
7131,160
7132,229
7133,84
7134,120
7135,189
7136,238
7137,241
7138,242
7139,17
7140,24
7141,36
7142,46
7143,63
7144,87
7145,92
7146,88
7147,120
7148,122
7149,166
7150,182
7151,58
7152,63
7153,97
7154,119
7155,189
7156,184
7157,26
7158,43
7159,80
7160,86
7161,120
7162,232
7163,43
7164,50
7165,84
7166,80
7167,136
7168,232
7169,4
7170,17
7171,24
7172,15
7173,33
7174,41
7175,107
7176,119
7177,159
7178,189
7179,227
7180,234
7181,16
7182,23
7183,24
7184,31
7185,46
7186,63
7187,23
7188,24
7189,46
7190,98
7191,102
7192,117
7193,39
7194,63
7195,84
7196,97
7197,119
7198,189
7199,58
7200,64
7201,97
7202,119
7203,135
7204,189
7205,63
7206,80
7207,97
7208,119
7209,174
7210,189
7211,17
7212,86
7213,87
7214,88
7215,100
7216,102
7217,16
7218,43
7219,63
7220,50
7221,85
7222,91
7223,63
7224,80
7225,116
7226,120
7227,123
7228,227
7229,17
7230,24
7231,15
7232,31
7233,46
7234,94
7235,16
7236,17
7237,13
7238,15
7239,94
7240,87
7241,72
7242,192
7243,266
7244,273
7245,34
7246,35
7247,80
7248,86
7249,81
7250,93
7251,16
7252,15
7253,33
7254,35
7255,63
7256,50
7257,15
7258,31
7259,63
7260,86
7261,87
7262,90
7263,13
7264,24
7265,15
7266,31
7267,35
7268,63
7269,86
7270,191
7271,248
7272,261
7273,80
7274,86
7275,120
7276,136
7277,232
7278,234
7279,15
7280,31
7281,35
7282,63
7283,84
7284,90
7285,35
7286,90
7287,232
7288,234
7289,256
7290,26
7291,29
7292,15
7293,31
7294,35
7295,36
7296,24
7297,65
7298,66
7299,87
7300,88
7301,90
7302,55
7303,63
7304,65
7305,87
7306,119
7307,136
7308,24
7309,119
7310,261
7311,262
7312,15
7313,87
7314,91
7315,98
7316,112
7317,119
7318,15
7319,87
7320,91
7321,98
7322,107
7323,112
7324,4
7325,53
7326,81
7327,119
7328,189
7329,186
7330,24
7331,15
7332,52
7333,63
7334,100
7335,102
7336,33
7337,36
7338,84
7339,88
7340,119
7341,123
7342,88
7343,123
7344,234
7345,248
7346,256
7347,16
7348,36
7349,43
7350,63
7351,50
7352,116
7353,15
7354,51
7355,46
7356,63
7357,94
7358,97
7359,63
7360,64
7361,157
7362,189
7363,217
7364,238
7365,58
7366,119
7367,189
7368,184
7369,238
7370,261
7371,16
7372,13
7373,24
7374,26
7375,15
7376,46
7377,36
7378,84
7379,88
7380,119
7381,124
7382,136
7383,31
7384,36
7385,43
7386,58
7387,90
7388,91
7389,24
7390,15
7391,31
7392,36
7393,43
7394,63
7395,17
7396,24
7397,15
7398,31
7399,65
7400,94
7401,16
7402,24
7403,15
7404,31
7405,58
7406,63
7407,35
7408,80
7409,189
7410,4
7411,24
7412,63
7413,84
7414,180
7415,192
7416,56
7417,273
7418,4
7419,120
7420,232
7421,238
7422,240
7423,241
7424,16
7425,98
7426,119
7427,123
7428,31
7429,35
7430,43
7431,84
7432,94
7433,115
7434,16
7435,15
7436,31
7437,64
7438,162
7439,168
7440,15
7441,31
7442,40
7443,52
7444,63
7445,94
7446,63
7447,84
7448,81
7449,90
7450,116
7451,119
7452,63
7453,86
7454,88
7455,130
7456,238
7457,241
7458,33
7459,41
7460,63
7461,73
7462,119
7463,123
7464,34
7465,119
7466,189
7467,193
7468,212
7469,222
7470,43
7471,90
7472,120
7473,182
7474,189
7475,232
7476,35
7477,189
7478,270
7479,13
7480,15
7481,43
7482,62
7483,85
7484,86
7485,164
7486,222
7487,238
7488,256
7489,269
7490,14
7491,64
7492,87
7493,97
7494,119
7495,136
7496,15
7497,63
7498,84
7499,119
7500,189
7501,192
7502,24
7503,15
7504,46
7505,80
7506,102
7507,109
7508,43
7509,84
7510,90
7511,107
7512,123
7513,136
7514,94
7515,119
7516,264
7517,273
7518,16
7519,24
7520,15
7521,31
7522,91
7523,83
7524,15
7525,64
7526,84
7527,97
7528,116
7529,119
7530,85
7531,86
7532,88
7533,83
7534,119
7535,114
7536,16
7537,26
7538,15
7539,35
7540,85
7541,83
7542,35
7543,63
7544,85
7545,86
7546,88
7547,90
7548,43
7549,63
7550,65
7551,50
7552,84
7553,80
7554,16
7555,15
7556,31
7557,63
7558,119
7559,130
7560,63
7561,84
7562,189
7563,184
7564,248
7565,23
7566,24
7567,15
7568,31
7569,46
7570,63
7571,63
7572,48
7573,243
7574,256
7575,266
7576,35
7577,43
7578,84
7579,90
7580,116
7581,119
7582,84
7583,86
7584,92
7585,162
7586,180
7587,238
7588,13
7589,55
7590,161
7591,206
7592,210
7593,3
7594,63
7595,64
7596,67
7597,97
7598,119
7599,17
7600,15
7601,63
7602,87
7603,90
7604,83
7605,16
7606,35
7607,98
7608,119
7609,123
7610,147
7611,16
7612,15
7613,35
7614,63
7615,84
7616,85
7617,17
7618,24
7619,15
7620,31
7621,65
7622,94
7623,62
7624,80
7625,81
7626,189
7627,192
7628,184
7629,4
7630,20
7631,80
7632,116
7633,182
7634,192
7635,84
7636,90
7637,119
7638,192
7639,227
7640,228
7641,13
7642,27
7643,15
7644,31
7645,63
7646,64
7647,4
7648,119
7649,189
7650,184
7651,238
7652,241
7653,4
7654,36
7655,80
7656,107
7657,256
7658,267
7659,16
7660,17
7661,24
7662,15
7663,31
7664,35
7665,43
7666,65
7667,120
7668,136
7669,232
7670,249
7671,22
7672,24
7673,35
7674,46
7675,63
7676,50
7677,16
7678,24
7679,15
7680,65
7681,108
7682,119
7683,16
7684,24
7685,35
7686,92
7687,87
7688,88
7689,13
7690,15
7691,33
7692,41
7693,73
7694,85
7695,24
7696,31
7697,35
7698,43
7699,88
7700,91
7701,238
7702,252
7703,261
7704,17
7705,23
7706,15
7707,31
7708,63
7709,94
7710,24
7711,84
7712,90
7713,110
7714,119
7715,157
7716,54
7717,131
7718,174
7719,218
7720,234
7721,248
7722,24
7723,15
7724,52
7725,100
7726,167
7727,182
7728,63
7729,86
7730,261
7731,232
7732,280
7733,15
7734,119
7735,157
7736,248
7737,16
7738,24
7739,43
7740,84
7741,90
7742,83
7743,16
7744,13
7745,24
7746,15
7747,46
7748,84
7749,33
7750,41
7751,73
7752,87
7753,119
7754,189
7755,16
7756,24
7757,35
7758,98
7759,119
7760,123
7761,24
7762,15
7763,33
7764,41
7765,63
7766,73
7767,55
7768,81
7769,114
7770,120
7771,161
7772,251
7773,35
7774,58
7775,63
7776,64
7777,50
7778,84
7779,15
7780,31
7781,35
7782,46
7783,94
7784,87
7785,92
7786,88
7787,120
7788,241
7789,86
7790,220
7791,248
7792,273
7793,16
7794,35
7795,63
7796,119
7797,147
7798,167
7799,16
7800,63
7801,68
7802,97
7803,113
7804,153
7805,17
7806,43
7807,79
7808,85
7809,119
7810,167
7811,54
7812,119
7813,131
7814,161
7815,174
7816,189
7817,17
7818,24
7819,15
7820,63
7821,64
7822,68
7823,24
7824,35
7825,63
7826,119
7827,147
7828,167
7829,116
7830,119
7831,192
7832,238
7833,241
7834,248
7835,120
7836,191
7837,234
7838,248
7839,266
7840,17
7841,15
7842,92
7843,83
7844,119
7845,114
7846,31
7847,80
7848,166
7849,231
7850,232
7851,238
7852,58
7853,63
7854,116
7855,120
7856,123
7857,192
7858,17
7859,24
7860,15
7861,36
7862,63
7863,95
7864,16
7865,13
7866,42
7867,43
7868,63
7869,85
7870,13
7871,84
7872,80
7873,86
7874,88
7875,89
7876,18
7877,166
7878,234
7879,238
7880,241
7881,256
7882,13
7883,80
7884,91
7885,83
7886,119
7887,120
7888,189
7889,186
7890,214
7891,266
7892,273
7893,35
7894,63
7895,50
7896,119
7897,114
7898,189
7899,43
7900,50
7901,83
7902,119
7903,120
7904,123
7905,35
7906,63
7907,81
7908,103
7909,119
7910,141
7911,16
7912,15
7913,88
7914,108
7915,119
7916,120
7917,189
7918,216
7919,227
7920,238
7921,248
7922,273
7923,24
7924,15
7925,43
7926,81
7927,87
7928,90
7929,43
7930,63
7931,84
7932,80
7933,88
7934,90
7935,15
7936,114
7937,256
7938,43
7939,67
7940,84
7941,90
7942,120
7943,136
7944,63
7945,90
7946,83
7947,232
7948,238
7949,241
7950,33
7951,35
7952,58
7953,62
7954,63
7955,81
7956,4
7957,35
7958,53
7959,63
7960,81
7961,116
7962,24
7963,33
7964,36
7965,43
7966,63
7967,85
7968,65
7969,130
7970,142
7971,182
7972,232
7973,234
7974,13
7975,15
7976,84
7977,80
7978,85
7979,86
7980,33
7981,41
7982,63
7983,73
7984,84
7985,90
7986,43
7987,120
7988,123
7989,136
7990,17
7991,15
7992,36
7993,46
7994,49
7995,95
7996,38
7997,39
7998,81
7999,90
8000,116
8001,119
8002,86
8003,192
8004,256
8005,266
8006,16
8007,31
8008,84
8009,90
8010,98
8011,162
8012,24
8013,29
8014,35
8015,52
8016,46
8017,102
8018,63
8019,157
8020,189
8021,248
8022,266
8023,24
8024,90
8025,227
8026,238
8027,259
8028,273
8029,50
8030,94
8031,119
8032,120
8033,157
8034,189
8035,24
8036,46
8037,102
8038,119
8039,137
8040,177
8041,16
8042,13
8043,24
8044,15
8045,31
8046,35
8047,42
8048,107
8049,119
8050,162
8051,189
8052,260
8053,63
8054,84
8055,81
8056,119
8057,136
8058,189
8059,13
8060,24
8061,35
8062,42
8063,43
8064,63
8065,4
8066,63
8067,94
8068,119
8069,136
8070,189
8071,20
8072,33
8073,41
8074,63
8075,73
8076,94
8077,15
8078,31
8079,46
8080,63
8081,180
8082,217
8083,24
8084,58
8085,62
8086,63
8087,84
8088,119
8089,24
8090,63
8091,119
8092,161
8093,180
8094,189
8095,84
8096,90
8097,119
8098,120
8099,248
8100,256
8101,15
8102,31
8103,46
8104,98
8105,130
8106,172
8107,119
8108,189
8109,233
8110,238
8111,241
8112,256
8113,17
8114,13
8115,15
8116,43
8117,87
8118,106
8119,24
8120,98
8121,119
8122,123
8123,54
8124,68
8125,131
8126,189
8127,206
8128,207
8129,15
8130,33
8131,63
8132,84
8133,90
8134,107
8135,24
8136,15
8137,39
8138,63
8139,97
8140,105
8141,22
8142,24
8143,15
8144,63
8145,94
8146,88
8147,15
8148,31
8149,50
8150,94
8151,107
8152,119
8153,15
8154,35
8155,63
8156,64
8157,119
8158,149
8159,16
8160,15
8161,64
8162,49
8163,97
8164,102
8165,65
8166,90
8167,116
8168,119
8169,120
8170,191
8171,16
8172,31
8173,63
8174,84
8175,120
8176,192
8177,4
8178,16
8179,53
8180,166
8181,238
8182,241
8183,24
8184,85
8185,120
8186,182
8187,232
8188,251
8189,17
8190,24
8191,35
8192,36
8193,46
8194,63
8195,24
8196,29
8197,35
8198,46
8199,102
8200,130
8201,17
8202,13
8203,31
8204,173
8205,238
8206,264
8207,4
8208,82
8209,90
8210,182
8211,196
8212,232
8213,16
8214,65
8215,119
8216,248
8217,256
8218,4
8219,63
8220,107
8221,117
8222,119
8223,136
8224,31
8225,94
8226,102
8227,119
8228,173
8229,189
8230,97
8231,119
8232,189
8233,212
8234,222
8235,227
8236,65
8237,90
8238,116
8239,119
8240,120
8241,191
8242,15
8243,81
8244,189
8245,227
8246,238
8247,248
8248,13
8249,24
8250,15
8251,31
8252,94
8253,102
8254,16
8255,15
8256,31
8257,63
8258,84
8259,192
8260,16
8261,15
8262,31
8263,94
8264,86
8265,87
8266,33
8267,62
8268,63
8269,65
8270,80
8271,116
8272,24
8273,15
8274,31
8275,63
8276,87
8277,119
8278,16
8279,15
8280,64
8281,49
8282,97
8283,102
8284,16
8285,31
8286,65
8287,84
8288,98
8289,120
8290,35
8291,116
8292,123
8293,189
8294,192
8295,183
8296,17
8297,13
8298,36
8299,43
8300,182
8301,181
8302,16
8303,15
8304,31
8305,64
8306,49
8307,97
8308,97
8309,119
8310,189
8311,212
8312,222
8313,238
8314,33
8315,41
8316,73
8317,87
8318,119
8319,189
8320,15
8321,31
8322,35
8323,63
8324,87
8325,119
8326,15
8327,87
8328,119
8329,130
8330,136
8331,142
8332,16
8333,17
8334,24
8335,15
8336,31
8337,52
8338,15
8339,58
8340,62
8341,85
8342,81
8343,90
8344,15
8345,63
8346,70
8347,100
8348,102
8349,117
8350,13
8351,24
8352,15
8353,31
8354,94
8355,102
8356,31
8357,35
8358,43
8359,84
8360,94
8361,115
8362,13
8363,24
8364,63
8365,97
8366,119
8367,121
8368,13
8369,55
8370,63
8371,116
8372,120
8373,123
8374,24
8375,43
8376,86
8377,88
8378,114
8379,120
8380,15
8381,31
8382,63
8383,97
8384,119
8385,169
8386,24
8387,15
8388,31
8389,52
8390,63
8391,85
8392,43
8393,80
8394,107
8395,116
8396,119
8397,192
8398,63
8399,80
8400,97
8401,119
8402,174
8403,189
8404,15
8405,35
8406,52
8407,119
8408,114
8409,147
8410,65
8411,86
8412,119
8413,248
8414,58
8415,62
8416,64
8417,97
8418,137
8419,164
8420,15
8421,119
8422,130
8423,189
8424,194
8425,212
8426,15
8427,33
8428,63
8429,87
8430,91
8431,102
8432,15
8433,31
8434,102
8435,119
8436,121
8437,122
8438,31
8439,35
8440,94
8441,87
8442,137
8443,147
8444,63
8445,68
8446,84
8447,119
8448,120
8449,166
8450,15
8451,63
8452,81
8453,120
8454,189
8455,192
8456,24
8457,97
8458,119
8459,189
8460,184
8461,261
8462,17
8463,36
8464,43
8465,63
8466,100
8467,102
8468,16
8469,24
8470,15
8471,31
8472,35
8473,65
8474,84
8475,82
8476,120
8477,232
8478,238
8479,248
8480,16
8481,24
8482,14
8483,15
8484,58
8485,63
8486,24
8487,35
8488,63
8489,87
8490,105
8491,119
8492,16
8493,63
8494,80
8495,90
8496,166
8497,182
8498,43
8499,63
8500,80
8501,86
8502,97
8503,119
8504,4
8505,43
8506,63
8507,84
8508,80
8509,90
8510,16
8511,24
8512,35
8513,43
8514,98
8515,139
8516,35
8517,50
8518,107
8519,119
8520,123
8521,122
8522,16
8523,33
8524,42
8525,63
8526,84
8527,85
8528,16
8529,15
8530,63
8531,84
8532,119
8533,168
8534,15
8535,36
8536,63
8537,50
8538,84
8539,82
8540,17
8541,100
8542,117
8543,126
8544,141
8545,167
8546,24
8547,15
8548,31
8549,46
8550,63
8551,102
8552,16
8553,31
8554,65
8555,84
8556,98
8557,120
8558,24
8559,63
8560,97
8561,119
8562,189
8563,183
8564,86
8565,89
8566,119
8567,24
8568,26
8569,15
8570,87
8571,88
8572,119
8573,63
8574,84
8575,81
8576,119
8577,136
8578,189
8579,13
8580,24
8581,31
8582,84
8583,94
8584,86
8585,24
8586,65
8587,107
8588,119
