,Requirment
11387,92
11388,120
11389,162
11390,192
11391,13
11392,62
11393,94
11394,81
11395,87
11396,189
11397,4
11398,17
11399,15
11400,31
11401,35
11402,63
11403,15
11404,46
11405,102
11406,119
11407,130
11408,137
11409,15
11410,123
11411,125
11412,130
11413,142
11414,222
11415,16
11416,31
11417,50
11418,119
11419,138
11420,162
11421,16
11422,43
11423,80
11424,90
11425,98
11426,119
11427,80
11428,112
11429,119
11430,114
11431,229
11432,238
11433,33
11434,35
11435,36
11436,84
11437,116
11438,119
11439,63
11440,80
11441,81
11442,116
11443,114
11444,120
11445,16
11446,15
11447,32
11448,58
11449,63
11450,65
11451,13
11452,24
11453,15
11454,84
11455,81
11456,101
11457,15
11458,31
11459,94
11460,85
11461,86
11462,88
11463,63
11464,84
11465,80
11466,119
11467,114
11468,234
11469,17
11470,15
11471,31
11472,35
11473,43
11474,50
11475,32
11476,63
11477,97
11478,119
11479,131
11480,174
11481,15
11482,43
11483,84
11484,81
11485,88
11486,189
11487,24
11488,56
11489,119
11490,123
11491,130
11492,137
11493,36
11494,63
11495,84
11496,192
11497,231
11498,238
11499,24
11500,36
11501,65
11502,84
11503,82
11504,90
11505,17
11506,15
11507,35
11508,63
11509,79
11510,94
11511,15
11512,31
11513,52
11514,62
11515,81
11516,97
11517,33
11518,43
11519,64
11520,80
11521,90
11522,119
11523,58
11524,63
11525,64
11526,97
11527,157
11528,161
11529,15
11530,43
11531,84
11532,81
11533,88
11534,90
11535,94
11536,92
11537,119
11538,192
11539,234
11540,238
11541,16
11542,15
11543,35
11544,55
11545,63
11546,68
11547,119
11548,189
11549,4
11550,119
11551,114
11552,189
11553,184
11554,206
11555,80
11556,116
11557,119
11558,114
11559,120
11560,123
11561,123
11562,189
11563,184
11564,230
11565,238
11566,241
11567,15
11568,35
11569,120
11570,261
11571,256
11572,13
11573,24
11574,15
11575,33
11576,46
11577,63
11578,16
11579,15
11580,31
11581,58
11582,63
11583,85
11584,16
11585,35
11586,63
11587,86
11588,98
11589,102
11590,16
11591,27
11592,63
11593,84
11594,119
11595,137
11596,16
11597,20
11598,13
11599,36
11600,63
11601,84
11602,24
11603,84
11604,161
11605,1
11606,232
11607,261
11608,189
11609,248
11610,24
11611,42
11612,63
11613,84
11614,90
11615,116
11616,13
11617,31
11618,114
11619,189
11620,229
11621,232
11622,65
11623,50
11624,80
11625,161
11626,234
11627,238
11628,41
11629,73
11630,84
11631,116
11632,123
11633,192
11634,24
11635,43
11636,84
11637,85
11638,87
11639,88
11640,86
11641,220
11642,248
11643,273
11644,13
11645,43
11646,84
11647,120
11648,123
11649,43
11650,191
11651,232
11652,248
11653,275
11654,16
11655,17
11656,24
11657,15
11658,35
11659,46
11660,4
11661,17
11662,84
11663,90
11664,107
11665,166
11666,16
11667,24
11668,35
11669,80
11670,85
11671,81
11672,16
11673,13
11674,31
11675,65
11676,94
11677,88
11678,4
11679,43
11680,87
11681,91
11682,107
11683,120
11684,16
11685,15
11686,31
11687,35
11688,43
11689,63
11690,15
11691,31
11692,43
11693,65
11694,85
11695,89
11696,17
11697,24
11698,15
11699,35
11700,36
11701,94
11702,31
11703,80
11704,232
11705,263
11706,24
11707,15
11708,31
11709,43
11710,65
11711,92
11712,15
11713,47
11714,64
11715,102
11716,119
11717,137
11718,24
11719,119
11720,229
11721,43
11722,80
11723,119
11724,157
11725,189
11726,187
11727,63
11728,84
11729,88
11730,90
11731,116
11732,110
11733,39
11734,89
11735,136
11736,227
11737,266
11738,39
11739,42
11740,65
11741,80
11742,90
11743,116
11744,17
11745,15
11746,94
11747,87
11748,119
11749,123
11750,16
11751,24
11752,31
11753,35
11754,42
11755,52
11756,116
11757,120
11758,211
11759,248
11760,261
11761,35
11762,43
11763,63
11764,65
11765,81
11766,91
11767,15
11768,43
11769,63
11770,84
11771,80
11772,81
11773,63
11774,64
11775,97
11776,119
11777,189
11778,192
11779,4
11780,84
11781,80
11782,120
11783,189
11784,232
11785,15
11786,63
11787,136
11788,138
11789,174
11790,189
11791,16
11792,24
11793,43
11794,63
11795,80
11796,85
11797,24
11798,80
11799,85
11800,86
11801,88
11802,89
11803,63
11804,97
11805,157
11806,159
11807,189
11808,227
11809,16
11810,24
11811,80
11812,85
11813,90
11814,119
11815,24
11816,15
11817,39
11818,63
11819,137
11820,164
11821,15
11822,31
11823,63
11824,84
11825,119
11826,130
11827,63
11828,81
11829,97
11830,116
11831,147
11832,189
11833,16
11834,20
11835,13
11836,36
11837,63
11838,84
11839,256
11840,269
11841,273
11842,63
11843,116
11844,120
11845,123
11846,192
11847,232
11848,17
11849,36
11850,43
11851,87
11852,90
11853,119
11854,16
11855,17
11856,15
11857,31
11858,36
11859,91
11860,13
11861,15
11862,31
11863,55
11864,206
11865,235
11866,4
11867,13
11868,33
11869,43
11870,119
11871,123
11872,33
11873,40
11874,114
11875,120
11876,162
11877,220
11878,22
11879,137
11880,161
11881,264
11882,15
11883,43
11884,63
11885,80
11886,81
11887,90
11888,16
11889,24
11890,43
11891,63
11892,84
11893,80
11894,65
11895,73
11896,189
11897,16
11898,15
11899,31
11900,63
11901,80
11902,16
11903,24
11904,31
11905,43
11906,65
11907,66
11908,16
11909,15
11910,89
11911,83
11912,119
11913,114
11914,17
11915,65
11916,80
11917,114
11918,220
11919,236
11920,35
11921,63
11922,97
11923,119
11924,114
11925,189
11926,24
11927,119
11928,229
11929,13
11930,15
11931,63
11932,84
11933,86
11934,92
11935,17
11936,24
11937,15
11938,35
11939,63
11940,94
11941,43
11942,84
11943,80
11944,81
11945,115
11946,114
11947,16
11948,24
11949,15
11950,31
11951,33
11952,46
11953,16
11954,24
11955,84
11956,80
11957,85
11958,81
11959,6
11960,63
11961,64
11962,67
11963,97
11964,119
11965,5
11966,63
11967,97
11968,119
11969,134
11970,159
11971,16
11972,63
11973,65
11974,66
11975,84
11976,80
11977,17
11978,13
11979,15
11980,100
11981,102
11982,173
11983,15
11984,31
11985,35
11986,87
11987,83
11988,130
11989,26
11990,15
11991,46
11992,88
11993,91
11994,98
11995,13
11996,24
11997,63
11998,50
11999,85
12000,87
12001,63
12002,97
12003,189
12004,192
12005,227
12006,228
12007,52
12008,63
12009,130
12010,142
12011,173
12012,179
12013,266
12014,267
12015,84
12016,80
12017,86
12018,81
12019,90
12020,119
12021,63
12022,119
12023,192
12024,266
12025,63
12026,64
12027,49
12028,134
12029,159
12030,189
12031,63
12032,97
12033,116
12034,189
12035,192
12036,184
12037,24
12038,119
12039,261
12040,262
12041,63
12042,64
12043,149
12044,174
12045,189
12046,184
12047,58
12048,62
12049,63
12050,65
12051,66
12052,81
12053,50
12054,80
12055,120
12056,232
12057,256
12058,269
12059,42
12060,63
12061,80
12062,81
12063,89
12064,91
12065,43
12066,63
12067,84
12068,116
12069,119
12070,192
12071,24
12072,15
12073,32
12074,58
12075,63
12076,83
12077,24
12078,15
12079,31
12080,63
12081,73
12082,94
12083,63
12084,84
12085,116
12086,120
12087,123
12088,192
12089,84
12090,80
12091,256
12092,34
12093,62
12094,84
12095,97
12096,110
12097,119
12098,73
12099,120
12100,123
12101,234
12102,238
12103,248
12104,43
12105,65
12106,85
12107,90
12108,91
12109,119
12110,15
12111,35
12112,43
12113,81
12114,90
12115,83
12116,16
12117,15
12118,94
12119,87
12120,100
12121,119
12122,80
12123,189
12124,16
12125,63
12126,86
12127,83
12128,119
12129,114
12130,116
12131,123
12132,189
12133,248
12134,63
12135,84
12136,97
12137,119
12138,189
12139,183
12140,24
12141,63
12142,85
12143,87
12144,88
12145,91
12146,24
12147,43
12148,46
12149,63
12150,85
12151,88
12152,5
12153,90
12154,119
12155,161
12156,174
12157,189
12158,16
12159,15
12160,86
12161,158
12162,238
12163,256
12164,16
12165,24
12166,31
12167,35
12168,42
12169,52
12170,4
12171,17
12172,81
12173,102
12174,119
12175,167
12176,65
12177,84
12178,116
12179,120
12180,192
12181,227
12182,12
12183,13
12184,102
12185,119
12186,161
12187,173
12188,16
12189,24
12190,15
12191,58
12192,63
12193,65
12194,16
12195,15
12196,31
12197,65
12198,119
12199,121
12200,16
12201,24
12202,35
12203,36
12204,62
12205,63
12206,35
12207,86
12208,221
12209,232
12210,238
12211,239
12212,16
12213,86
12214,123
12215,261
12216,82
12217,90
12218,120
12219,238
12220,241
12221,256
12222,35
12223,43
12224,63
12225,120
12226,189
12227,192
12228,84
12229,238
12230,248
12231,256
12232,266
12233,281
12234,26
12235,15
12236,62
12237,97
12238,119
12239,189
12240,63
12241,87
12242,119
12243,189
12244,192
12245,193
12246,31
12247,35
12248,43
12249,63
12250,94
12251,114
12252,15
12253,33
12254,41
12255,63
12256,73
12257,95
12258,16
12259,23
12260,24
12261,15
12262,31
12263,35
12264,13
12265,33
12266,238
12267,256
12268,36
12269,87
12270,90
12271,112
12272,119
12273,114
12274,50
12275,84
12276,90
12277,130
12278,137
12279,142
12280,65
12281,90
12282,119
12283,120
12284,248
12285,251
12286,16
12287,24
12288,31
12289,35
12290,41
12291,46
12292,26
12293,15
12294,36
12295,106
12296,124
12297,137
12298,16
12299,24
12300,15
12301,36
12302,95
12303,90
12304,4
12305,17
12306,11
12307,119
12308,114
12309,141
12310,4
12311,84
12312,232
12313,238
12314,241
12315,242
12316,31
12317,43
12318,63
12319,84
12320,86
12321,114
12322,63
12323,81
12324,119
12325,238
12326,256
12327,266
12328,24
12329,58
12330,63
12331,64
12332,97
12333,119
12334,4
12335,62
12336,84
12337,80
12338,87
12339,88
12340,16
12341,42
12342,63
12343,81
12344,90
12345,115
12346,24
12347,85
12348,86
12349,119
12350,166
12351,234
12352,35
12353,81
12354,119
12355,157
12356,248
12357,273
12358,16
12359,24
12360,15
12361,31
12362,35
12363,55
12364,15
12365,31
12366,46
12367,63
12368,102
12369,119
12370,13
12371,15
12372,119
12373,130
12374,189
12375,206
12376,16
12377,24
12378,15
12379,31
12380,35
12381,52
12382,16
12383,17
12384,35
12385,40
12386,62
12387,63
12388,87
12389,120
12390,123
12391,161
12392,182
12393,229
12394,15
12395,33
12396,35
12397,41
12398,63
12399,73
12400,85
12401,86
12402,166
12403,234
12404,13
12405,24
12406,15
12407,73
12408,87
12409,112
12410,16
12411,15
12412,31
12413,35
12414,43
12415,63
12416,24
12417,36
12418,87
12419,91
12420,83
12421,123
12422,27
12423,119
12424,189
12425,193
12426,227
12427,234
12428,16
12429,24
12430,35
12431,84
12432,119
12433,114
12434,63
12435,64
12436,119
12437,180
12438,189
12439,192
12440,33
12441,41
12442,63
12443,73
12444,119
12445,123
12446,36
12447,95
12448,87
12449,91
12450,189
12451,229
12452,16
12453,15
12454,89
12455,83
12456,119
12457,114
12458,13
12459,35
12460,36
12461,87
12462,119
12463,130
12464,43
12465,63
12466,84
12467,220
12468,256
12469,13
12470,113
12471,134
12472,153
12473,154
12474,189
12475,15
12476,84
12477,87
12478,91
12479,98
12480,119
12481,24
12482,31
12483,63
12484,80
12485,94
12486,119
12487,16
12488,24
12489,35
12490,55
12491,87
12492,104
12493,13
12494,86
12495,90
12496,116
12497,119
12498,120
12499,94
12500,92
12501,119
12502,120
12503,162
12504,185
12505,63
12506,116
12507,119
12508,192
12509,238
12510,240
12511,15
12512,63
12513,87
12514,119
12515,157
12516,192
12517,43
12518,120
12519,182
12520,238
12521,256
12522,16
12523,24
12524,15
12525,31
12526,35
12527,43
12528,16
12529,15
12530,31
12531,43
12532,63
12533,100
12534,17
12535,13
12536,36
12537,46
12538,63
12539,85
12540,16
12541,36
12542,43
12543,88
12544,90
12545,107
12546,43
12547,63
12548,84
12549,220
12550,239
12551,240
12552,24
12553,15
12554,35
12555,63
12556,49
12557,97
12558,50
12559,87
12560,120
12561,137
12562,164
12563,229
12564,166
12565,191
12566,248
12567,256
12568,266
12569,33
12570,63
12571,65
12572,50
12573,90
12574,189
12575,17
12576,35
12577,65
12578,82
12579,107
12580,130
12581,16
12582,13
12583,24
12584,65
12585,88
12586,91
12587,24
12588,119
12589,114
12590,121
12591,123
12592,189
12593,15
12594,31
12595,63
12596,102
12597,119
12598,122
12599,16
12600,42
12601,63
12602,81
12603,97
12604,120
12605,24
12606,15
12607,31
12608,63
12609,85
12610,91
12611,63
12612,84
12613,80
12614,119
12615,130
12616,142
12617,16
12618,23
12619,15
12620,36
12621,40
12622,55
12623,24
12624,58
12625,63
12626,64
12627,97
12628,119
12629,16
12630,24
12631,35
12632,86
12633,88
12634,98
12635,16
12636,42
12637,63
12638,81
12639,90
12640,115
12641,43
12642,107
12643,116
12644,120
12645,192
12646,238
12647,4
12648,35
12649,81
12650,107
12651,119
12652,114
12653,17
12654,24
12655,97
12656,102
12657,137
12658,138
12659,17
12660,35
12661,55
12662,63
12663,98
12664,119
12665,15
12666,43
12667,84
12668,86
12669,88
12670,83
12671,13
12672,43
12673,63
12674,64
12675,50
12676,81
12677,227
12678,273
12679,16
12680,17
12681,36
12682,46
12683,119
12684,182
12685,23
12686,15
12687,31
12688,35
12689,46
12690,80
12691,47
12692,63
12693,119
12694,180
12695,189
12696,218
12697,16
12698,119
12699,248
12700,261
12701,116
12702,123
12703,189
12704,248
12705,43
12706,63
12707,84
12708,220
12709,239
12710,240
12711,16
12712,13
12713,24
12714,31
12715,40
12716,43
12717,58
12718,63
12719,97
12720,189
12721,192
12722,206
12723,43
12724,63
12725,84
12726,220
12727,256
12728,43
12729,136
12730,26
12731,35
12732,36
12733,43
12734,84
12735,80
12736,43
12737,58
12738,62
12739,63
12740,119
12741,120
12742,67
12743,248
12744,85
12745,86
12746,166
12747,234
12748,84
12749,166
12750,182
12751,238
12752,241
12753,256
12754,43
12755,63
12756,84
12757,220
12758,239
12759,240
12760,86
12761,90
12762,120
12763,136
12764,232
12765,234
12766,24
12767,31
12768,33
12769,63
12770,68
12771,86
12772,43
12773,63
12774,84
12775,114
12776,187
12777,220
12778,39
12779,63
12780,97
12781,105
12782,135
12783,151
12784,16
12785,46
12786,63
12787,50
12788,84
12789,80
12790,16
12791,43
12792,63
12793,81
12794,91
12795,97
12796,43
12797,107
12798,119
12799,120
12800,166
12801,189
12802,4
12803,16
12804,24
12805,15
12806,35
12807,94
12808,24
12809,43
12810,220
12811,234
12812,247
12813,256
12814,84
12815,86
12816,120
12817,232
12818,233
12819,234
12820,86
12821,136
12822,157
12823,203
12824,63
12825,116
12826,119
12827,192
12828,238
12829,240
12830,31
12831,43
12832,63
12833,84
12834,86
12835,114
12836,15
12837,31
12838,35
12839,43
12840,46
12841,63
12842,43
12843,63
12844,84
12845,220
12846,256
12847,36
12848,80
12849,87
12850,229
12851,238
12852,247
12853,16
12854,42
12855,63
12856,81
12857,90
12858,107
12859,16
12860,24
12861,36
12862,50
12863,94
12864,87
12865,16
12866,15
12867,35
12868,43
12869,62
12870,63
12871,43
12872,63
12873,84
12874,114
12875,187
12876,220
12877,15
12878,43
12879,80
12880,81
12881,90
12882,91
12883,119
12884,189
12885,184
12886,248
12887,266
12888,56
12889,119
12890,192
12891,227
12892,248
12893,249
12894,80
12895,82
12896,116
12897,120
12898,192
12899,15
12900,31
12901,43
12902,63
12903,80
12904,88
12905,63
12906,84
12907,87
12908,88
12909,114
12910,229
12911,16
12912,50
12913,112
12914,114
12915,130
12916,234
12917,15
12918,63
12919,102
12920,119
12921,172
12922,173
12923,13
12924,24
12925,35
12926,42
12927,43
12928,84
12929,15
12930,31
12931,89
12932,90
12933,97
12934,130
12935,17
12936,35
12937,55
12938,63
12939,98
12940,119
12941,35
12942,53
12943,81
12944,114
12945,189
12946,232
12947,16
12948,43
12949,63
12950,81
12951,91
12952,97
12953,24
12954,15
12955,31
12956,87
12957,88
12958,89
12959,16
12960,24
12961,15
12962,35
12963,43
12964,63
12965,17
12966,24
12967,15
12968,31
12969,50
12970,87
12971,16
12972,11
12973,24
12974,15
12975,31
12976,42
12977,24
12978,85
12979,86
12980,88
12981,232
12982,238
12983,13
12984,84
12985,85
12986,88
12987,119
12988,123
12989,63
12990,116
12991,119
12992,192
12993,238
12994,240
12995,24
12996,26
12997,15
12998,31
12999,35
13000,43
13001,13
13002,189
13003,234
13004,261
13005,146
13006,192
13007,227
13008,228
13009,15
13010,63
13011,102
13012,119
13013,172
13014,173
13015,17
13016,24
13017,15
13018,35
13019,52
13020,63
13021,24
13022,33
13023,41
13024,62
13025,73
13026,89
13027,15
13028,31
13029,63
13030,84
13031,119
13032,130
13033,17
13034,24
13035,15
13036,31
13037,35
13038,63
13039,86
13040,273
13041,33
13042,65
13043,80
13044,120
13045,123
13046,248
13047,65
13048,136
13049,155
13050,234
13051,241
13052,248
13053,39
13054,63
13055,64
13056,97
13057,99
13058,105
13059,15
13060,97
13061,102
13062,172
13063,173
13064,189
13065,31
13066,94
13067,112
13068,114
13069,185
13070,186
13071,123
13072,124
13073,137
13074,182
13075,234
13076,238
13077,16
13078,13
13079,24
13080,84
13081,120
13082,166
13083,16
13084,31
13085,46
13086,63
13087,65
13088,80
13089,22
13090,13
13091,24
13092,46
13093,63
13094,80
13095,16
13096,50
13097,91
13098,112
13099,114
13100,130
13101,4
13102,65
13103,50
13104,80
13105,107
13106,120
13107,15
13108,31
13109,35
13110,46
13111,63
13112,87
13113,17
13114,15
13115,43
13116,46
13117,119
13118,114
13119,31
13120,90
13121,116
13122,191
13123,192
13124,232
13125,13
13126,24
13127,15
13128,119
13129,168
13130,238
13131,13
13132,35
13133,63
13134,88
13135,119
13136,147
13137,13
13138,24
13139,15
13140,46
13141,97
13142,110
13143,16
13144,13
13145,33
13146,73
13147,122
13148,234
13149,16
13150,13
13151,35
13152,63
13153,80
13154,81
13155,17
13156,23
13157,13
13158,24
13159,26
13160,15
13161,16
13162,15
13163,46
13164,87
13165,88
13166,90
13167,24
13168,43
13169,91
13170,120
13171,182
13172,181
13173,189
13174,279
13175,16
13176,15
13177,43
13178,63
13179,92
13180,88
13181,15
13182,35
13183,63
13184,84
13185,119
13186,137
13187,35
13188,114
13189,158
13190,16
13191,24
13192,31
13193,35
13194,94
13195,137
13196,16
13197,24
13198,15
13199,42
13200,63
13201,87
13202,22
13203,13
13204,24
13205,15
13206,31
13207,94
13208,17
13209,35
13210,79
13211,98
13212,119
13213,147
13214,3
13215,67
13216,49
13217,97
13218,134
13219,189
13220,55
13221,63
13222,50
13223,119
13224,189
13225,206
13226,16
13227,43
13228,63
13229,119
13230,137
13231,162
13232,17
13233,119
13234,143
13235,16
13236,35
13237,46
13238,84
13239,98
13240,123
13241,24
13242,35
13243,63
13244,84
13245,87
13246,102
13247,16
13248,35
13249,63
13250,88
13251,119
13252,189
13253,63
13254,114
13255,120
13256,161
13257,187
13258,1
13259,24
13260,85
13261,88
13262,83
13263,119
13264,261
13265,15
13266,35
13267,89
13268,130
13269,167
13270,197
13271,4
13272,119
13273,182
13274,192
13275,196
13276,238
13277,63
13278,84
13279,110
13280,119
13281,137
13282,138
13283,17
13284,15
13285,43
13286,65
13287,80
13288,85
13289,63
13290,87
13291,97
13292,119
13293,137
13294,179
13295,15
13296,31
13297,98
13298,130
13299,173
13300,203
13301,43
13302,119
13303,149
13304,182
13305,189
13306,184
13307,63
13308,84
13309,80
13310,82
13311,116
13312,119
13313,17
13314,13
13315,15
13316,31
13317,35
13318,43
13319,107
13320,238
13321,256
13322,266
13323,16
13324,24
13325,31
13326,35
13327,43
13328,63
13329,17
13330,35
13331,58
13332,62
13333,84
13334,94
13335,84
13336,189
13337,206
13338,102
13339,180
13340,238
13341,249
13342,16
13343,55
13344,69
13345,50
13346,80
13347,120
13348,63
13349,119
13350,189
13351,238
13352,261
13353,4
13354,17
13355,13
13356,64
13357,87
13358,91
13359,24
13360,80
13361,82
13362,130
13363,182
13364,238
13365,15
13366,31
13367,35
13368,36
13369,85
13370,87
13371,33
13372,62
13373,63
13374,65
13375,180
13376,189
13377,16
13378,24
13379,31
13380,33
13381,35
13382,40
13383,36
13384,43
13385,85
13386,86
13387,90
13388,83
13389,16
13390,24
13391,31
13392,35
13393,43
13394,63
13395,65
13396,84
13397,116
13398,119
13399,120
13400,123
13401,63
13402,107
13403,167
13404,166
13405,182
13406,189
13407,34
13408,53
13409,63
13410,90
13411,189
13412,192
13413,15
13414,84
13415,80
13416,85
13417,110
13418,119
13419,80
13420,86
13421,120
13422,266
13423,15
13424,43
13425,63
13426,84
13427,123
13428,122
13429,15
13430,31
13431,63
13432,94
13433,87
13434,91
13435,63
13436,84
13437,86
13438,119
13439,180
13440,189
13441,16
13442,13
13443,35
13444,46
13445,98
13446,123
13447,4
13448,17
13449,15
13450,35
13451,42
13452,90
13453,43
13454,86
13455,238
13456,241
13457,264
13458,266
13459,64
13460,65
13461,149
13462,161
13463,169
13464,189
13465,53
13466,81
13467,88
13468,120
13469,123
13470,189
13471,24
13472,85
13473,83
13474,119
13475,114
13476,243
13477,63
13478,65
13479,66
13480,90
13481,97
13482,116
13483,15
13484,31
13485,65
13486,84
13487,94
13488,98
13489,13
13490,40
13491,63
13492,88
13493,90
13494,119
13495,16
13496,15
13497,31
13498,36
13499,80
13500,119
13501,16
13502,24
13503,15
13504,31
13505,43
13506,84
13507,16
13508,24
13509,15
13510,31
13511,46
13512,58
13513,31
13514,65
13515,80
13516,114
13517,168
13518,232
13519,63
13520,65
13521,84
13522,81
13523,116
13524,119
13525,22
13526,24
13527,35
13528,43
13529,63
13530,80
13531,16
13532,43
13533,80
13534,86
13535,88
13536,90
13537,24
13538,15
13539,35
13540,63
13541,88
13542,100
13543,43
13544,63
13545,91
13546,114
13547,240
13548,248
13549,35
13550,63
13551,119
13552,189
13553,192
13554,228
13555,63
13556,119
13557,189
13558,238
13559,249
13560,273
13561,16
13562,17
13563,24
13564,15
13565,35
13566,43
13567,35
13568,120
13569,232
13570,269
13571,16
13572,86
13573,120
13574,15
13575,31
13576,50
13577,119
13578,147
13579,220
13580,43
13581,119
13582,149
13583,182
13584,189
13585,184
13586,15
13587,35
13588,94
13589,86
13590,17
13591,36
13592,86
13593,88
13594,91
13595,119
13596,17
13597,36
13598,43
13599,63
13600,100
13601,102
13602,63
13603,94
13604,87
13605,88
13606,119
13607,157
13608,24
13609,15
13610,31
13611,63
13612,84
13613,81
13614,15
13615,31
13616,36
13617,63
13618,65
13619,50
13620,15
13621,31
13622,65
13623,80
13624,94
13625,83
13626,15
13627,43
13628,65
13629,84
13630,81
13631,110
13632,31
13633,42
13634,84
13635,85
13636,87
13637,119
13638,31
13639,119
13640,130
13641,142
13642,189
13643,183
13644,92
13645,88
13646,120
13647,33
13648,43
13649,64
13650,80
13651,85
13652,90
13653,16
13654,35
13655,56
13656,84
13657,119
13658,180
13659,43
13660,123
13661,33
13662,35
13663,43
13664,120
13665,150
13666,232
13667,17
13668,13
13669,24
13670,15
13671,31
13672,35
13673,120
13674,265
13675,273
13676,13
13677,35
13678,42
13679,84
13680,88
13681,90
13682,24
13683,15
13684,32
13685,39
13686,56
13687,63
13688,116
13689,117
13690,119
13691,120
13692,123
13693,192
13694,63
13695,84
13696,180
13697,192
13698,238
13699,248
13700,15
13701,31
13702,119
13703,130
13704,142
13705,189
13706,13
13707,62
13708,63
13709,87
13710,97
13711,119
13712,24
13713,15
13714,31
13715,33
13716,51
13717,46
13718,4
13719,84
13720,97
13721,100
13722,119
13723,147
13724,46
13725,64
13726,97
13727,102
13728,119
13729,130
13730,16
13731,94
13732,112
13733,119
13734,114
13735,122
13736,63
13737,65
13738,50
13739,110
13740,120
13741,192
13742,51
13743,63
13744,64
13745,97
13746,99
13747,119
13748,16
13749,24
13750,26
13751,15
13752,85
13753,86
13754,17
13755,20
13756,15
13757,88
13758,91
13759,119
13760,24
13761,46
13762,58
13763,137
13764,180
13765,174
13766,63
13767,65
13768,94
13769,90
13770,97
13771,107
13772,16
13773,15
13774,31
13775,36
13776,89
13777,119
13778,86
13779,120
13780,248
13781,273
13782,24
13783,15
13784,31
13785,35
13786,65
13787,86
13788,33
13789,43
13790,64
13791,80
13792,90
13793,119
13794,13
13795,50
13796,86
13797,88
13798,189
13799,197
13800,24
13801,31
13802,35
13803,63
13804,94
13805,87
13806,33
13807,64
13808,65
13809,120
13810,191
13811,248
13812,16
13813,119
13814,189
13815,273
13816,15
13817,31
13818,35
13819,80
13820,114
13821,130
13822,24
13823,31
13824,35
13825,46
13826,65
13827,66
13828,35
13829,43
13830,50
13831,83
13832,107
13833,119
13834,43
13835,88
13836,83
13837,119
13838,114
13839,182
13840,22
13841,13
13842,24
13843,63
13844,64
13845,84
13846,43
13847,63
13848,81
13849,180
13850,189
13851,196
13852,17
13853,36
13854,87
13855,88
13856,100
13857,102
13858,16
13859,15
13860,31
13861,35
13862,46
13863,98
13864,15
13865,87
13866,119
13867,130
13868,136
13869,142
13870,43
13871,116
13872,120
13873,136
13874,191
13875,248
13876,4
13877,43
13878,63
13879,50
13880,84
13881,80
13882,16
13883,17
13884,13
13885,24
13886,26
13887,15
13888,16
13889,58
13890,64
13891,97
13892,119
13893,189
13894,17
13895,63
13896,87
13897,91
13898,119
13899,123
13900,4
13901,36
13902,63
13903,82
13904,119
13905,123
13906,13
13907,24
13908,15
13909,35
13910,63
13911,97
13912,43
13913,50
13914,83
13915,119
13916,123
13917,147
13918,24
13919,101
13920,119
13921,130
13922,206
13923,216
13924,63
13925,84
13926,90
13927,120
13928,157
13929,192
13930,13
13931,24
13932,15
13933,31
13934,35
13935,46
13936,58
13937,62
13938,63
13939,65
13940,66
13941,80
13942,17
13943,23
13944,24
13945,15
13946,36
13947,63
13948,24
13949,43
13950,84
13951,86
13952,81
13953,88
13954,43
13955,82
13956,90
13957,91
13958,214
13959,238
13960,17
13961,15
13962,31
13963,79
13964,87
13965,88
13966,24
13967,43
13968,84
13969,81
13970,88
13971,91
13972,15
13973,119
13974,178
13975,189
13976,184
13977,186
13978,105
13979,119
13980,136
13981,189
13982,206
13983,248
13984,16
13985,17
13986,31
13987,36
13988,43
13989,84
13990,15
13991,31
13992,36
13993,46
13994,63
13995,65
13996,46
13997,60
13998,102
13999,173
14000,189
14001,238
14002,13
14003,24
14004,31
14005,43
14006,63
14007,81
14008,13
14009,63
14010,84
14011,81
14012,87
14013,90
14014,100
14015,119
14016,189
14017,183
14018,184
14019,202
14020,3
14021,23
14022,15
14023,35
14024,44
14025,63
14026,15
14027,31
14028,35
14029,36
14030,80
14031,94
14032,16
14033,65
14034,94
14035,189
14036,184
14037,229
14038,24
14039,33
14040,41
14041,43
14042,65
14043,73
14044,24
14045,15
14046,31
14047,46
14048,63
14049,102
14050,13
14051,63
14052,65
14053,117
14054,238
14055,261
14056,4
14057,15
14058,31
14059,58
14060,62
14061,63
14062,33
14063,63
14064,64
14065,65
14066,86
14067,88
14068,35
14069,84
14070,87
14071,119
14072,114
14073,166
14074,43
14075,120
14076,136
14077,232
14078,13
14079,41
14080,63
14081,73
14082,119
14083,114
14084,17
14085,63
14086,97
14087,120
14088,178
14089,189
14090,2
14091,24
14092,64
14093,189
14094,238
14095,254
14096,13
14097,24
14098,48
14099,98
14100,119
14101,114
14102,16
14103,35
14104,62
14105,65
14106,81
14107,88
14108,86
14109,88
14110,232
14111,234
14112,269
14113,43
14114,63
14115,86
14116,90
14117,107
14118,119
14119,65
14120,50
14121,107
14122,120
14123,232
14124,39
14125,248
14126,275
14127,86
14128,88
14129,114
14130,120
14131,209
14132,234
14133,16
14134,17
14135,24
14136,15
14137,36
14138,46
14139,24
14140,31
14141,35
14142,94
14143,87
14144,88
14145,35
14146,63
14147,65
14148,115
14149,180
14150,189
14151,24
14152,43
14153,58
14154,63
14155,65
14156,85
14157,15
14158,43
14159,84
14160,130
14161,243
14162,263
14163,16
14164,24
14165,31
14166,64
14167,97
14168,100
14169,43
14170,50
14171,84
14172,136
14173,13
14174,24
14175,46
14176,94
14177,95
14178,119
14179,43
14180,84
14181,90
14182,120
14183,136
14184,15
